"";"ID";"Age";"Gender";"Education";"Country";"Ethnicity";"NScore";"EScore";"OScore";"AScore";"CScore";"Alcohol";"Amphet";"Amyl";"Benzos";"Caff";"Cannabis";"Choc";"Cokes";"Crack";"Ecstasy";"Heroin";"Ketamine";"Legalh";"LSD";"Meth";"Mushrooms";"Nicotine";"Semer";"VSA";"alcohol_user";"ecstasy_user";"cannabis_user";"stimulating_user"
"67";67;"45-54";"Male";"Left school at 16 years";"UK";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"68";68;"25-34";"Male";"Masters degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Week";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";1;0;0;0
"69";69;"35-44";"Male";"Professional certificate/ diploma";"Other";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Week";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Used in Last Week";"Used in Last Decade";"Used in Last Day";"Used in Last Year";"Never Used";"Used in Last Decade";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;1
"70";70;"45-54";"Female";"Left school at 16 years";"UK";"White";"Low";"Low";"Very Low";"Average";"Low";"Used in Last Day";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"71";71;"25-34";"Male";"Some college or university, no certificate or degree";"UK";"White";"Very Low";"Low";"Average";"Very Low";"Low";"Used in Last Day";"Used in Last Decade";"Used over a Decade Ago";"Never Used";"Used in Last Month";"Used in Last Decade";"Used in Last Day";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Used in Last Decade";"Used in Last Decade";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Used over a Decade Ago";1;1;0;1
"72";72;"45-54";"Female";"Left school at 18 years";"Canada";"White";"Very Low";"Average";"Low";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"73";73;"45-54";"Male";"Left school at 18 years";"UK";"White";"Very Low";"Average";"Average";"Average";"Average";"Used in Last Day";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"74";74;"45-54";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"75";75;"65+";"Female";"Left school at 16 years";"UK";"White";"Very Low";"Very Low";"Very Low";"Very Low";"Low";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"76";76;"25-34";"Male";"University degree";"UK";"White";"Very Low";"Low";"Low";"Low";"Low";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"77";77;"45-54";"Female";"Left school at 17 years";"Canada";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"78";78;"35-44";"Male";"University degree";"UK";"White";"Low";"Very Low";"Low";"Low";"Low";"Used in Last Year";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"79";79;"35-44";"Male";"Some college or university, no certificate or degree";"UK";"White";"Very Low";"Very Low";"Very Low";"Very Low";"Very Low";"Used in Last Day";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Used over a Decade Ago";1;0;0;0
"80";80;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Very Low";"Very Low";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"81";81;"65+";"Female";"Doctorate degree";"Canada";"White";"Low";"Low";"Average";"Low";"Average";"Used in Last Day";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"82";82;"55-64";"Female";"University degree";"UK";"White";"Very Low";"Very Low";"Average";"Low";"Low";"Used in Last Week";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"83";83;"55-64";"Male";"Masters degree";"Canada";"White";"Very Low";"Average";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"84";84;"55-64";"Female";"Left school at 17 years";"UK";"Mixed-White/Black";"Average";"Very Low";"Low";"Average";"Very Low";"Used in Last Year";"Never Used";"Never Used";"Used in Last Week";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"85";85;"45-54";"Male";"Left school at 16 years";"UK";"White";"Very Low";"Low";"Low";"Low";"Low";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"86";86;"25-34";"Female";"Left school at 18 years";"UK";"White";"Very Low";"Low";"Low";"Low";"Average";"Used in Last Year";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"87";87;"35-44";"Male";"Some college or university, no certificate or degree";"UK";"White";"Low";"Low";"Low";"Low";"Low";"Used in Last Week";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"88";88;"55-64";"Male";"Left school at 16 years";"UK";"White";"Very Low";"Low";"Low";"Low";"Low";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"89";89;"35-44";"Female";"Some college or university, no certificate or degree";"UK";"White";"Low";"Very Low";"Low";"Low";"Low";"Used in Last Year";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"90";90;"35-44";"Female";"Masters degree";"UK";"White";"Average";"Low";"Average";"Low";"Low";"Used in Last Week";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used over a Decade Ago";1;0;0;0
"91";91;"35-44";"Female";"Masters degree";"UK";"White";"Average";"Low";"Average";"Average";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Never Used";1;0;1;0
"92";92;"35-44";"Male";"Professional certificate/ diploma";"Canada";"White";"Low";"Low";"Average";"Average";"Average";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";0;0;0;0
"93";93;"25-34";"Male";"Left school at 18 years";"UK";"White";"Very Low";"Low";"Low";"Average";"Low";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"94";94;"65+";"Female";"Left school at 16 years";"UK";"White";"Very Low";"Very Low";"Low";"Average";"Average";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"95";95;"45-54";"Male";"Masters degree";"UK";"White";"Very Low";"Low";"Low";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Decade";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";1;0;0;0
"96";96;"45-54";"Male";"Masters degree";"UK";"White";"Very Low";"Low";"Average";"Very Low";"Average";"Used in Last Day";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"97";97;"35-44";"Female";"University degree";"Canada";"White";"Low";"Very Low";"Average";"Low";"Average";"Used in Last Month";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Year";"Never Used";"Never Used";1;0;0;0
"98";98;"45-54";"Female";"Masters degree";"UK";"White";"Very Low";"Low";"Low";"Low";"Very Low";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"99";99;"35-44";"Male";"Doctorate degree";"Canada";"White";"Very Low";"Low";"Average";"Low";"Average";"Used in Last Month";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Month";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"100";100;"25-34";"Female";"University degree";"UK";"White";"Very Low";"High";"Average";"Average";"Average";"Used in Last Day";"Used in Last Decade";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Year";"Used in Last Week";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Never Used";1;0;1;0
"101";101;"25-34";"Male";"Masters degree";"Other";"White";"Very Low";"High";"Average";"Very Low";"Low";"Used in Last Day";"Used in Last Year";"Used in Last Year";"Used in Last Month";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Decade";"Used in Last Decade";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";1;1;1;1
"102";102;"45-54";"Female";"Left school at 16 years";"Australia";"White";"Very Low";"Low";"Very Low";"Low";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"103";103;"45-54";"Male";"Left school at 18 years";"UK";"White";"Very Low";"Average";"High";"Very Low";"Low";"Used in Last Day";"Used over a Decade Ago";"Used in Last Year";"Used in Last Month";"Used in Last Day";"Used over a Decade Ago";"Used in Last Month";"Used in Last Month";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Decade";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Decade";"Never Used";"Used in Last Decade";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;1
"104";104;"45-54";"Female";"Professional certificate/ diploma";"Canada";"White";"Low";"Low";"Low";"Low";"Low";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"105";105;"25-34";"Female";"Some college or university, no certificate or degree";"Canada";"White";"Very Low";"Low";"Average";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Day";"Used in Last Day";"Used in Last Decade";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";1;0;1;0
"106";106;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Very Low";"Low";"Average";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
